# Newsky Schedule Export
# Airline: VVX - VOLAR VIRTUAL AIRLINES
# Date: 2026-07-16 19:22z
#
# <- use hash to add comments.
# Remember to respect headers and proper CSV formatting!
# Empty airframes column with result in ALL available
#
# Start of CSV data:
number,dep,arr,type,duration,mon,tue,wed,thu,fri,sat,sun,airframes,active
1529,SBSV,SBVT,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1530,SBTC,SBCF,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1531,SBTC,SBGR,pax,120,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1532,SBTC,SBSP,pax,112,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1533,SBTE,SBBR,pax,125,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1534,SBTE,SBCF,pax,135,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1535,SBTE,SBFZ,pax,55,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1536,SBTE,SBGR,pax,185,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1537,SBTE,SBKP,pax,164,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1538,SBTE,SBRF,pax,81,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1539,SBTE,SBSL,pax,37,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1540,SBTE,SBSP,pax,180,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1541,SBUL,SBBR,pax,40,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1542,SBUL,SBGL,pax,64,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1543,SBUL,SBGR,pax,75,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1544,SBUL,SBJP,pax,139,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1545,SBUL,SBMO,pax,140,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1546,SBUL,SBPS,pax,88,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1547,SBUL,SBRF,pax,146,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1548,SBUL,SBSG,pax,165,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1549,SBUL,SBSP,pax,65,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1550,SBUR,SBGR,pax,75,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1551,SBVC,SBGR,pax,110,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1552,SBVT,SBBR,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1553,SBVT,SBGL,pax,60,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1554,SBVT,SBGR,pax,85,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1555,SBVT,SBKP,pax,75,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1556,SBVT,SBRF,pax,121,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1557,SBVT,SBSP,pax,90,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1558,SBVT,SBSV,pax,73,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1559,SBZM,SBGR,pax,55,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1560,SBZM,SBSP,pax,54,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
1561,SWGN,SBPJ,pax,37,true,true,true,true,true,true,true,"A320,A20N,B738,B38M,E195",true
2000,SBBR,SBGR,cargo,85,true,true,true,true,true,true,true,B738F,true
2001,SBBR,SBKP,cargo,75,true,true,true,true,true,true,true,B738F,true
2002,SBBR,SBEG,cargo,167,true,true,true,true,true,true,true,B738F,true
2003,SBBR,SBRF,cargo,136,true,true,true,true,true,true,true,B738F,true
2004,SBBR,SBPA,cargo,139,true,true,true,true,true,true,true,B738F,true
2005,SBCF,SBGR,cargo,63,true,true,true,true,true,true,true,B738F,true
2006,SBCF,SBKP,cargo,57,true,true,true,true,true,true,true,B738F,true
2007,SBCT,SBGR,cargo,56,true,true,true,true,true,true,true,B738F,true
2008,SBCT,SBKP,cargo,45,true,true,true,true,true,true,true,B738F,true
2009,SBCT,SBEG,cargo,255,true,true,true,true,true,true,true,B738F,true
2010,SBEG,SBGR,cargo,213,true,true,true,true,true,true,true,B738F,true
2011,SBEG,SBKP,cargo,198,true,true,true,true,true,true,true,B738F,true
2012,SBEG,SBRF,cargo,222,true,true,true,true,true,true,true,B738F,true
2013,SBEG,SBFZ,cargo,192,true,true,true,true,true,true,true,B738F,true
2014,SBEG,SBCT,cargo,237,true,true,true,true,true,true,true,B738F,true
2015,SBEG,SBPA,cargo,273,true,true,true,true,true,true,true,B738F,true
2016,SBEG,SBBR,cargo,153,true,true,true,true,true,true,true,B738F,true
2017,SBFZ,SBGR,cargo,199,true,true,true,true,true,true,true,B738F,true
2018,SBFZ,SBKP,cargo,189,true,true,true,true,true,true,true,B738F,true
2019,SBFZ,SBEG,cargo,186,true,true,true,true,true,true,true,B738F,true
2020,SBFZ,SBSV,cargo,90,true,true,true,true,true,true,true,B738F,true
2021,SBGR,SBEG,cargo,211,true,true,true,true,true,true,true,B738F,true
2022,SBGR,SBBR,cargo,85,true,true,true,true,true,true,true,B738F,true
2023,SBGR,SBCF,cargo,55,true,true,true,true,true,true,true,B738F,true
2024,SBGR,SBCT,cargo,49,true,true,true,true,true,true,true,B738F,true
2025,SBGR,SBPA,cargo,86,true,true,true,true,true,true,true,B738F,true
2026,SBGR,SBRF,cargo,167,true,true,true,true,true,true,true,B738F,true
2027,SBGR,SBFZ,cargo,189,true,true,true,true,true,true,true,B738F,true
2028,SBGR,SBSV,cargo,119,true,true,true,true,true,true,true,B738F,true
2029,SBKP,SBEG,cargo,211,true,true,true,true,true,true,true,B738F,true
2030,SBKP,SBBR,cargo,76,true,true,true,true,true,true,true,B738F,true
2031,SBKP,SBCF,cargo,48,true,true,true,true,true,true,true,B738F,true
2032,SBKP,SBCT,cargo,46,true,true,true,true,true,true,true,B738F,true
2033,SBKP,SBPA,cargo,89,true,true,true,true,true,true,true,B738F,true
2034,SBKP,SBRF,cargo,171,true,true,true,true,true,true,true,B738F,true
2035,SBKP,SBFZ,cargo,182,true,true,true,true,true,true,true,B738F,true
2036,SBPA,SBGR,cargo,93,true,true,true,true,true,true,true,B738F,true
2037,SBPA,SBKP,cargo,77,true,true,true,true,true,true,true,B738F,true
2038,SBPA,SBEG,cargo,275,true,true,true,true,true,true,true,B738F,true
2039,SBPA,SBBR,cargo,133,true,true,true,true,true,true,true,B738F,true
2040,SBRF,SBGR,cargo,190,true,true,true,true,true,true,true,B738F,true
2041,SBRF,SBKP,cargo,170,true,true,true,true,true,true,true,B738F,true
2042,SBRF,SBEG,cargo,228,true,true,true,true,true,true,true,B738F,true
2043,SBRF,SBSV,cargo,61,true,true,true,true,true,true,true,B738F,true
2044,SBRF,SBBR,cargo,138,true,true,true,true,true,true,true,B738F,true
2045,SBSV,SBGR,cargo,137,true,true,true,true,true,true,true,B738F,true
2046,SBSV,SBRF,cargo,65,true,true,true,true,true,true,true,B738F,true
2047,SBSV,SBFZ,cargo,90,true,true,true,true,true,true,true,B738F,true
3000,SAEZ,SBGR,pax,165,true,true,true,true,true,true,true,pax,true
3001,SAEZ,SBFL,pax,130,true,true,true,true,true,true,true,pax,true
3002,SAEZ,SBBR,pax,210,true,true,true,true,true,true,true,pax,true
3003,SAEZ,SBSG,pax,325,true,true,true,true,true,true,true,pax,true
3004,SAEZ,SBSV,pax,270,true,true,true,true,true,true,true,pax,true
3005,SAEZ,SBGL,pax,175,true,true,true,true,true,true,true,pax,true
3006,SBGR,SAEZ,pax,180,true,true,true,true,true,true,true,pax,true
3007,SBFL,SAEZ,pax,140,true,true,true,true,true,true,true,pax,true
3008,SBBR,SAEZ,pax,220,true,true,true,true,true,true,true,pax,true
3009,SBSG,SAEZ,pax,350,true,true,true,true,true,true,true,pax,true
3010,SBSV,SAEZ,pax,290,true,true,true,true,true,true,true,pax,true
3011,SBGL,SAEZ,pax,210,true,true,true,true,true,true,true,pax,true
3012,SABE,SBPA,pax,100,true,true,true,true,true,true,true,pax,true
3013,SABE,SBGR,pax,165,true,true,true,true,true,true,true,pax,true
3014,SABE,SBGL,pax,175,true,true,true,true,true,true,true,pax,true
3015,SABE,SBFL,pax,120,true,true,true,true,true,true,true,pax,true
3016,SABE,SBCF,pax,195,true,true,true,true,true,true,true,pax,true
3017,SBPA,SABE,pax,120,true,true,true,true,true,true,true,pax,true
3018,SBGR,SABE,pax,185,true,true,true,true,true,true,true,pax,true
3019,SBGL,SABE,pax,210,true,true,true,true,true,true,true,pax,true
3020,SBFL,SABE,pax,135,true,true,true,true,true,true,true,pax,true
3021,SBCF,SABE,pax,205,true,true,true,true,true,true,true,pax,true
3022,SCEL,SBGR,pax,240,true,true,true,true,true,true,true,pax,true
3023,SCEL,SBGL,pax,250,true,true,true,true,true,true,true,pax,true
3024,SCEL,SBFL,pax,200,true,true,true,true,true,true,true,pax,true
3025,SCEL,SBCT,pax,200,true,true,true,true,true,true,true,pax,true
3026,SCEL,SBPA,pax,180,true,true,true,true,true,true,true,pax,true
3027,SBGR,SCEL,pax,260,true,true,true,true,true,true,true,pax,true
3028,SBGL,SCEL,pax,290,true,true,true,true,true,true,true,pax,true
3029,SBFL,SCEL,pax,230,true,true,true,true,true,true,true,pax,true
3030,SBCT,SCEL,pax,226,true,true,true,true,true,true,true,pax,true
3031,SBPA,SCEL,pax,195,true,true,true,true,true,true,true,pax,true
3032,SUMU,SBGR,pax,160,true,true,true,true,true,true,true,pax,true
3033,SUMU,SBGL,pax,165,true,true,true,true,true,true,true,pax,true
3034,SUMU,SBSV,pax,245,true,true,true,true,true,true,true,pax,true
3035,SUMU,SBFL,pax,110,true,true,true,true,true,true,true,pax,true
3036,SBGR,SUMU,pax,165,true,true,true,true,true,true,true,pax,true
3037,SBGL,SUMU,pax,195,true,true,true,true,true,true,true,pax,true
3038,SBSV,SUMU,pax,275,true,true,true,true,true,true,true,pax,true
3039,SBFL,SUMU,pax,120,true,true,true,true,true,true,true,pax,true
3040,KMIA,SBGR,pax,510,true,true,true,true,true,true,true,pax,true
3041,SBGR,KMIA,pax,510,true,true,true,true,true,true,true,pax,true
3042,KJFK,SBGR,pax,580,true,true,true,true,true,true,true,pax,true
3043,SBGR,KJFK,pax,605,true,true,true,true,true,true,true,pax,true
3044,LPPT,SBGR,pax,625,true,true,true,true,true,true,true,pax,true
3045,SBGR,LPPT,pax,600,true,true,true,true,true,true,true,pax,true
3046,LFPG,SBGR,pax,715,true,true,true,true,true,true,true,pax,true
3047,SBGR,LFPG,pax,680,true,true,true,true,true,true,true,pax,true
4000,SBFN,SBGR,pax,206,true,true,true,true,true,true,true,pax,true
4001,SBFN,SBRF,pax,53,true,true,true,true,true,true,true,pax,true
4002,SBGR,SBFN,pax,206,true,true,true,true,true,true,true,pax,true
4003,SBRF,SBFN,pax,53,true,true,true,true,true,true,true,pax,true
